GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
978907,Dresden,Town,652,666,56.8,Washington,Capital Region,1,170,26,1,500,75,0,0,0,2,540,81,6,630,95,4
948642,Dresden,Village,308,141,0.3,Yates,Finger Lakes Region,1,130,92,1,130,92,0,0,0,2,130,92,4,130,92,4
978908,Dryden,Town,14435,6418,94.1,Tompkins,Southern Tier Region,1,5800,90,2,5800,90,2,0,0,5,6100,95,5,6200,97,4
948704,Dryden,Village,1890,867,1.8,Tompkins,Southern Tier Region,1,840,97,1,840,97,2,0,0,4,840,97,4,840,97,4
978909,Duane,Town,174,208,78.1,Franklin,North Country Region,0,0,0,1,30,14,0,0,0,1,30,14,3,190,91,4
978910,Duanesburg,Town,6122,2533,72.1,Schenectady,Capital Region,1,2100,83,3,190,8,0,0,0,4,2100,83,4,2400,95,4
948784,Dundee,Village,1725,774,1.1,Yates,Finger Lakes Region,1,750,97,1,750,97,0,0,0,2,750,97,2,750,97,4
978911,Dunkirk,City,12563,5993,4.5,Chautauqua,Western NY Region,1,5800,97,3,5800,97,2,0,0,5,5800,97,4,5700,95,4
978912,Dunkirk,Town,1318,582,6.3,Chautauqua,Western NY Region,1,560,96,3,490,84,2,150,26,5,560,96,4,550,95,4
978913,Durham,Town,2725,1807,49.1,Greene,Capital Region,1,1700,94,1,390,22,2,0,0,3,1700,94,6,1700,94,4
974112,Dutchess,County,297488,118638,824.5,Dutchess,Mid-Hudson Region,3,115000,97,4,104000,88,5,54800,46,10,115000,97,7,115000,97,4
978914,Eagle,Town,1192,564,36.5,Wyoming,Finger Lakes Region,1,360,64,1,10,2,0,0,0,2,400,71,3,540,96,4
948958,Earlville,Village,872,405,1.1,Chenango,Southern Tier Region,1,390,96,1,390,96,0,0,0,2,390,96,2,390,96,4
948967,East Aurora,Village,6236,2699,2.5,Erie,Western NY Region,1,2600,96,1,2600,96,1,0,0,3,2600,96,4,2600,96,4
978915,East Bloomfield,Town,3634,1487,33.3,Ontario,Finger Lakes Region,1,1300,87,1,1400,94,2,0,0,4,1400,94,5,1400,94,4
978916,Eastchester,Town,32363,13747,5,Westchester,Mid-Hudson Region,2,13300,97,2,13300,97,3,13000,95,6,13300,97,4,13300,97,4
978917,East Fishkill,Town,29029,10039,57.5,Dutchess,Mid-Hudson Region,1,9700,97,2,9400,94,2,2100,21,4,9700,97,4,9700,97,4
978918,East Greenbush,Town,16473,7006,24.5,Rensselaer,Capital Region,1,6700,96,2,6400,91,4,0,0,7,6700,96,5,6700,96,4
978919,East Hampton,Town,21457,21038,448.3,Suffolk,Long Island Region,1,20400,97,1,19300,92,3,0,0,5,20400,97,5,20200,96,4
949093,East Hampton,Village,1083,1836,5,Suffolk,Long Island Region,1,1700,93,1,1700,93,2,0,0,4,1700,93,5,1700,93,4
949124,East Hills,Village,6955,2301,2.3,Nassau,Long Island Region,1,2200,96,2,2200,96,3,2200,96,5,2200,96,4,2200,96,4
949185,East Nassau,Village,587,266,4.7,Rensselaer,Capital Region,0,0,0,1,250,94,0,0,0,1,250,94,3,250,94,4
978920,Easton,Town,2336,1022,63.4,Washington,Capital Region,1,680,67,1,680,67,1,210,21,3,840,82,6,990,97,4
978921,East Otto,Town,1062,620,41.6,Cattaraugus,Western NY Region,0,0,0,2,10,2,0,0,0,2,10,2,4,600,97,4
949225,East Randolph,Village,620,237,1,Cattaraugus,Western NY Region,1,220,93,1,130,55,0,0,0,2,220,93,3,220,93,4
978922,East Rochester,Town,6587,2992,1.3,Monroe,Finger Lakes Region,1,2900,97,1,2900,97,3,0,0,5,2900,97,5,2900,97,4
949232,East Rochester,Village,6587,2992,1.3,Monroe,Finger Lakes Region,1,2900,97,1,2900,97,3,0,0,5,2900,97,5,2900,97,4
949233,East Rockaway,Village,9818,3997,1.1,Nassau,Long Island Region,1,3800,95,2,3800,95,2,3800,95,4,3800,95,4,3800,95,4
949253,East Syracuse,Village,3084,1488,1.6,Onondaga,Central NY Region,1,1400,94,1,1400,94,4,1400,94,5,1400,94,6,1400,94,4
949275,East Williston,Village,2556,864,0.6,Nassau,Long Island Region,1,830,96,2,830,96,2,820,95,4,830,96,4,830,96,4
978923,Eaton,Town,5255,1941,45.5,Madison,Central NY Region,1,1500,77,3,1800,93,0,0,0,4,1800,93,3,1800,93,4
978924,Eden,Town,7688,3120,39.9,Erie,Western NY Region,1,2900,93,1,2800,90,2,310,10,3,2900,93,6,3000,96,4
978925,Edinburg,Town,1214,1865,65.7,Saratoga,Capital Region,1,1700,91,1,1700,91,0,0,0,2,1700,91,4,1600,86,4
978926,Edmeston,Town,1826,847,44.6,Otsego,Mohawk Valley Region,1,430,51,2,710,84,0,0,0,3,720,85,3,820,97,4
978927,Edwards,Town,1156,576,51.3,St. Lawrence,North Country Region,0,0,0,2,540,94,0,0,0,2,540,94,2,550,95,4
976283,Edwards,Village,439,195,1,St. Lawrence,North Country Region,0,0,0,1,180,92,0,0,0,1,180,92,2,180,92,4
978928,Elba,Town,2370,925,35.7,Genesee,Finger Lakes Region,1,830,90,1,70,8,0,0,0,2,840,91,6,890,96,4
949446,Elba,Village,676,268,1,Genesee,Finger Lakes Region,1,250,93,0,0,0,0,0,0,1,250,93,3,250,93,4
978929,Elbridge,Town,5922,2558,38.3,Onondaga,Central NY Region,1,2400,94,1,1800,70,2,0,0,3,2400,94,6,2400,94,4
949455,Elbridge,Village,1058,453,1.1,Onondaga,Central NY Region,1,430,95,1,380,84,1,0,0,3,430,95,5,430,95,4
978930,Elizabethtown,Town,1163,791,82.2,Essex,North Country Region,1,610,77,2,350,44,2,390,49,3,610,77,3,730,92,4
978931,Ellenburg,Town,1743,1015,107.3,Clinton,North Country Region,2,440,43,1,0,0,0,0,0,3,470,46,5,980,97,4
949508,Ellenville,Village,4135,1845,9.2,Ulster,Mid-Hudson Region,1,1700,92,1,1700,92,1,0,0,3,1700,92,5,1700,92,4
978932,Ellery,Town,4528,2961,55.2,Chautauqua,Western NY Region,1,2500,84,1,2300,78,1,0,0,3,2800,95,3,2800,95,4
978933,Ellicott,Town,8714,4103,31.2,Chautauqua,Western NY Region,1,3800,93,2,2200,54,2,0,0,4,3900,95,3,3900,95,4
978934,Ellicottville,Town,1598,2489,45.1,Cattaraugus,Western NY Region,1,1900,76,2,2000,80,1,0,0,4,2200,88,4,2400,96,4
949515,Ellicottville,Village,376,573,0.8,Cattaraugus,Western NY Region,1,550,96,1,550,96,1,0,0,3,550,96,4,550,96,4
978935,Ellington,Town,1643,716,36.6,Chautauqua,Western NY Region,1,350,49,1,210,29,0,0,0,2,460,64,3,690,96,4
978936,Ellisburg,Town,3474,1902,123.4,Jefferson,North Country Region,1,760,40,1,1700,89,0,0,0,2,1700,89,3,1800,95,4
975770,Ellisburg,Village,244,99,1,Jefferson,North Country Region,1,90,91,1,90,91,0,0,0,2,90,91,3,90,91,4
978937,Elma,Town,11317,4657,34.6,Erie,Western NY Region,1,4500,97,1,4300,92,2,420,9,3,4500,97,6,4500,97,4
978938,Elmira,City,29200,12313,7.5,Chemung,Southern Tier Region,1,11900,97,1,11900,97,3,0,0,5,11900,97,4,11900,97,4
978939,Elmira,Town,6934,3160,22.5,Chemung,Southern Tier Region,1,3000,95,1,2900,92,1,0,0,3,3000,95,4,3000,95,4
949579,Elmira Heights,Village,4097,1972,1.2,Chemung,Southern Tier Region,1,1900,96,1,1800,91,2,0,0,4,1900,96,4,1900,96,4
949586,Elmsford,Village,4664,1735,1,Westchester,Mid-Hudson Region,1,1600,92,2,1600,92,5,1600,92,7,1600,92,4,1600,92,4
949657,Endicott,Village,13392,6719,3.4,Broome,Southern Tier Region,1,6500,97,1,6500,97,4,0,0,6,6500,97,5,6500,97,4
978940,Enfield,Town,3512,1567,36.8,Tompkins,Southern Tier Region,2,1300,83,3,1200,77,2,430,27,6,1400,89,5,1500,96,4
978941,Ephratah,Town,1682,759,39.6,Fulton,Mohawk Valley Region,1,0,0,1,710,94,0,0,0,2,710,94,4,730,96,4
974113,Erie,County,919040,419974,1222.1,Erie,Western NY Region,1,403000,96,2,370000,88,7,169000,40,9,405000,96,7,407000,97,4
978942,Erin,Town,1962,835,44.4,Chemung,Southern Tier Region,1,400,48,2,440,53,0,0,0,3,630,75,5,800,96,4
978943,Erwin,Town,8037,3523,39.2,Steuben,Southern Tier Region,1,3300,94,2,3100,88,1,0,0,4,3400,97,4,3400,97,4
978944,Esopus,Town,9041,3969,41.9,Ulster,Mid-Hudson Region,2,3800,96,1,3300,83,1,0,0,4,3800,96,6,3800,96,4
978945,Esperance,Town,2076,915,19.9,Schoharie,Mohawk Valley Region,1,820,90,1,70,8,0,0,0,2,820,90,4,880,96,4
949711,Esperance,Village,345,168,0.5,Schoharie,Mohawk Valley Region,1,160,95,0,0,0,0,0,0,1,160,95,3,160,95,4
974114,Essex,County,39370,25603,1915.1,Essex,North Country Region,4,19500,76,5,16100,63,6,3100,12,11,22500,88,7,22900,89,4
978946,Essex,Town,671,582,37.1,Essex,North Country Region,1,180,31,1,60,10,2,20,3,2,230,40,4,560,96,4
978947,Evans,Town,16356,7696,41.5,Erie,Western NY Region,1,7200,94,1,6900,90,1,0,0,3,7300,95,6,7400,96,4
949734,Evans Mills,Village,621,282,0.8,Jefferson,North Country Region,1,270,96,1,270,96,0,0,0,2,270,96,4,270,96,4
978948,Exeter,Town,987,589,32.7,Otsego,Mohawk Valley Region,1,410,70,2,470,80,0,0,0,3,500,85,4,570,97,4
978949,Fabius,Town,1964,824,46.8,Onondaga,Central NY Region,1,670,81,2,270,33,0,0,0,3,700,85,4,790,96,4
949793,Fabius,Village,352,142,0.4,Onondaga,Central NY Region,1,130,92,0,0,0,0,0,0,1,130,92,3,130,92,4
978950,Fairfield,Town,1627,696,41.5,Herkimer,Mohawk Valley Region,1,350,50,2,590,85,1,0,0,4,600,86,4,670,96,4
949802,Fair Haven,Village,745,671,2.9,Cayuga,Central NY Region,1,650,97,1,630,94,0,0,0,2,650,97,2,610,91,4
949822,Fairport,Village,5353,2467,1.6,Monroe,Finger Lakes Region,1,2300,93,1,2300,93,1,0,0,3,2300,93,5,2300,93,4
949863,Falconer,Village,2420,1166,1,Chautauqua,Western NY Region,1,1100,94,0,0,0,2,0,0,3,1100,94,3,1100,94,4
978951,Fallsburg,Town,12870,8497,79.1,Sullivan,Mid-Hudson Region,1,8100,95,1,6900,81,1,0,0,3,8100,95,5,8200,97,4
978952,Farmersville,Town,1090,715,48.1,Cattaraugus,Western NY Region,1,70,10,1,370,52,0,0,0,2,380,53,3,690,97,4
949918,Farmingdale,Village,8189,3482,1.1,Nassau,Long Island Region,1,3300,95,2,3300,95,4,3300,95,6,3300,95,5,3300,95,4
978953,Farmington,Town,11825,4664,39.5,Ontario,Finger Lakes Region,1,4500,96,3,4300,92,1,0,0,5,4500,96,5,4500,96,4
949923,Farnham,Village,382,161,1,Erie,Western NY Region,1,150,93,1,130,81,0,0,0,2,150,93,4,150,93,4
978954,Fayette,Town,3929,1884,66.4,Seneca,Finger Lakes Region,1,1600,85,1,810,43,1,0,0,3,1600,85,6,1800,96,4
949943,Fayetteville,Village,4373,2034,1.7,Onondaga,Central NY Region,1,1900,93,1,1100,54,3,1900,93,4,1900,93,6,1900,93,4
978955,Fenner,Town,1726,733,31.1,Madison,Central NY Region,1,260,35,3,520,71,0,0,0,4,630,86,6,710,97,4
978956,Fenton,Town,6674,2940,33.3,Broome,Southern Tier Region,1,2800,95,3,2800,95,4,0,0,8,2800,95,5,2800,95,4
978957,Fine,Town,1512,1205,169.3,St. Lawrence,North Country Region,0,0,0,0,0,0,1,890,74,1,890,74,2,1100,91,4
3,Finger Lakes Region,Economic Development Region,1217156,528490,6756.5,"GENE, LIVI, MONR, ONTA, ORLE, SENE, WAYN, WYOM, YATE ",Finger Lakes Region,3,493000,93,7,479000,91,8,330,0,17,507000,96,9,512000,97,4
978958,Fishkill,Town,22107,9246,32,Dutchess,Mid-Hudson Region,1,8900,96,1,8000,87,3,8500,92,4,8900,96,4,8900,96,4
977519,Fishkill,Village,2171,1138,0.8,Dutchess,Mid-Hudson Region,1,1100,97,1,1000,88,3,1100,97,4,1100,97,4,1100,97,4
950271,Fleischmanns,Village,351,290,0.7,Delaware,Southern Tier Region,1,270,93,1,270,93,0,0,0,2,280,97,3,280,97,4
978959,Fleming,Town,2636,1215,24.3,Cayuga,Central NY Region,1,980,81,1,720,59,2,1100,91,3,1100,91,6,1100,91,4
950296,Floral Park,Village,15863,5909,1.4,Nassau,Long Island Region,2,5700,96,2,5700,96,4,5700,96,7,5700,96,4,5700,96,4
978960,Florence,Town,1025,484,54.9,Oneida,Mohawk Valley Region,1,10,2,2,180,37,0,0,0,3,190,39,4,460,95,4
978961,Florida,Town,2696,1209,51.5,Montgomery,Mohawk Valley Region,1,710,59,3,1000,83,0,0,0,4,1100,91,4,1100,91,4
950303,Florida,Village,2833,1084,2.1,Orange,Mid-Hudson Region,2,1000,92,2,1000,92,1,0,0,5,1000,92,3,1000,92,4
950308,Flower Hill,Village,4665,1523,1.6,Nassau,Long Island Region,1,1400,92,2,1400,92,3,1400,92,5,1400,92,4,1400,92,4
978962,Floyd,Town,3819,1542,34.8,Oneida,Mohawk Valley Region,1,1300,84,2,1400,91,1,0,0,4,1400,91,5,1400,91,4
950363,Fonda,Village,795,392,0.6,Montgomery,Mohawk Valley Region,1,380,97,1,380,97,0,0,0,2,380,97,4,380,97,4
978963,Forestburgh,Town,819,550,56.4,Sullivan,Mid-Hudson Region,1,490,89,2,300,55,0,0,0,3,510,93,4,530,96,4
978964,Forestport,Town,1535,2044,79,Oneida,Mohawk Valley Region,1,1400,68,1,1700,83,0,0,0,2,1800,88,2,1900,93,4
950437,Forestville,Village,697,315,1,Chautauqua,Western NY Region,1,300,95,1,20,6,1,0,0,3,300,95,3,300,95,4
978965,Fort Ann,Town,6190,2077,109,Washington,Capital Region,1,1800,87,1,880,42,0,0,0,2,1800,87,6,1900,91,4
950461,Fort Ann,Village,484,202,0.3,Washington,Capital Region,1,190,94,0,0,0,0,0,0,1,190,94,5,190,94,4
978966,Fort Covington,Town,1676,752,36.7,Franklin,North Country Region,1,520,69,0,0,0,0,0,0,1,520,69,3,720,96,4
978967,Fort Edward,Town,6371,2608,27.5,Washington,Capital Region,1,2200,84,1,2300,88,1,840,32,3,2300,88,6,2500,96,4
950467,Fort Edward,Village,3375,1437,2,Washington,Capital Region,1,1300,90,1,1300,90,1,540,38,3,1300,90,5,1300,90,4
950482,Fort Johnson,Village,490,222,0.7,Montgomery,Mohawk Valley Region,1,210,95,1,210,95,0,0,0,2,210,95,3,210,95,4
950490,Fort Plain,Village,2322,1112,1.5,Montgomery,Mohawk Valley Region,1,1000,90,1,1000,90,0,0,0,2,1000,90,4,1000,90,4
978968,Fowler,Town,2202,1059,60.4,St. Lawrence,North Country Region,1,570,54,1,920,87,0,0,0,2,950,90,2,1000,94,4
978969,Frankfort,Town,7636,3266,37.1,Herkimer,Mohawk Valley Region,1,3100,95,1,3000,92,2,0,0,4,3100,95,4,3100,95,4
950600,Frankfort,Village,2598,1183,1,Herkimer,Mohawk Valley Region,1,1100,93,1,1100,93,1,0,0,3,1100,93,3,1100,93,4
974115,Franklin,County,51599,25306,1696.3,Franklin,North Country Region,1,17200,68,4,13700,54,2,3400,13,6,19300,76,4,23800,94,4
978970,Franklin,Town,2411,1465,81.5,Delaware,Southern Tier Region,1,940,64,3,1300,89,0,0,0,4,1300,89,6,1400,96,4
978971,Franklin,Town,1140,1013,174.9,Franklin,North Country Region,1,500,49,2,530,52,0,0,0,3,680,67,4,670,66,4
950606,Franklin,Village,374,200,0.3,Delaware,Southern Tier Region,1,190,95,1,190,95,0,0,0,2,190,95,2,190,95,4
978972,Franklinville,Town,2990,1643,52.1,Cattaraugus,Western NY Region,1,1100,67,1,1400,85,0,0,0,2,1400,85,3,1500,91,4
950636,Franklinville,Village,1740,766,1.1,Cattaraugus,Western NY Region,1,740,97,1,740,97,0,0,0,2,740,97,3,740,97,4
950652,Fredonia,Village,11230,4099,5.2,Chautauqua,Western NY Region,1,3900,95,2,3900,95,0,0,0,3,3900,95,4,3900,95,4
978973,Freedom,Town,2405,1065,40.8,Cattaraugus,Western NY Region,1,460,43,1,710,67,0,0,0,2,840,79,4,1000,94,4
970151,Freeport,Village,42860,13865,4.9,Nassau,Long Island Region,1,13400,97,2,13400,97,4,13400,97,6,13400,97,4,13300,96,4
978974,Freetown,Town,757,340,25.7,Cortland,Central NY Region,1,0,0,2,280,82,0,0,0,3,280,82,3,320,94,4
950679,Freeville,Village,520,224,1.1,Tompkins,Southern Tier Region,1,210,94,1,210,94,0,0,0,2,210,94,4,210,94,4
978975,Fremont,Town,1008,483,32.3,Steuben,Southern Tier Region,1,170,35,1,110,23,0,0,0,2,230,48,4,460,95,4
978976,Fremont,Town,1381,1323,51.1,Sullivan,Mid-Hudson Region,1,1100,83,1,390,29,0,0,0,2,1100,83,4,1200,91,4
978977,French Creek,Town,906,637,36.4,Chautauqua,Western NY Region,1,420,66,2,590,93,0,0,0,3,610,96,4,610,96,4
978978,Friendship,Town,2004,1057,36.2,Allegany,Western NY Region,1,770,73,1,900,85,0,0,0,2,980,93,4,1000,95,4
978979,Fulton,City,11896,5300,4.7,Oswego,Central NY Region,1,5100,96,1,5100,96,1,0,0,3,5100,96,4,5100,96,4
974116,Fulton,County,55531,28562,532.6,Fulton,Mohawk Valley Region,1,25100,88,2,26300,92,1,0,0,4,27100,95,4,27400,96,4
978980,Fulton,Town,1442,869,63.8,Schoharie,Mohawk Valley Region,1,130,15,2,750,86,0,0,0,3,770,89,5,780,90,4
950807,Fultonville,Village,784,338,0.5,Montgomery,Mohawk Valley Region,1,320,95,1,320,95,0,0,0,2,320,95,4,320,95,4
978981,Gaines,Town,3378,1535,34.5,Orleans,Finger Lakes Region,1,1400,91,1,1300,85,0,0,0,2,1400,91,5,1400,91,4
978982,Gainesville,Town,2182,965,35.8,Wyoming,Finger Lakes Region,1,830,86,1,740,77,0,0,0,2,890,92,3,930,96,4
950842,Gainesville,Village,229,112,0.8,Wyoming,Finger Lakes Region,1,100,89,0,0,0,0,0,0,1,100,89,2,100,89,4
978983,Galen,Town,4290,1811,60,Wayne,Finger Lakes Region,1,1300,72,2,1500,83,1,0,0,4,1500,83,4,1700,94,4
978984,Gallatin,Town,1668,1035,39.6,Columbia,Capital Region,2,680,66,4,960,93,1,0,0,6,970,94,7,1000,97,4
978985,Galway,Town,3545,2016,45.1,Saratoga,Capital Region,1,1900,94,2,390,19,0,0,0,3,1900,94,4,1900,94,4
950865,Galway,Village,200,85,0.3,Saratoga,Capital Region,1,80,94,0,0,0,0,0,0,1,80,94,3,80,94,4
950875,Garden City,Village,22371,7647,5.4,Nassau,Long Island Region,1,7400,97,2,7400,97,4,7200,94,6,7400,97,4,7400,97,4
978986,Gardiner,Town,5713,2610,43.7,Ulster,Mid-Hudson Region,2,2400,92,2,2300,88,1,0,0,5,2500,96,5,2500,96,4
978987,Gates,Town,28400,12462,15.3,Monroe,Finger Lakes Region,1,12000,96,1,12000,96,3,0,0,5,12000,96,5,12000,96,4
978988,Geddes,Town,17118,7679,11.7,Onondaga,Central NY Region,1,7400,96,1,4800,63,6,7400,96,7,7400,96,6,7400,96,4
974117,Genesee,County,60079,25589,495.7,Genesee,Finger Lakes Region,1,23700,93,3,21500,84,3,0,0,7,24400,95,6,24800,97,4
978989,Genesee,Town,1693,870,36.3,Allegany,Western NY Region,1,700,80,1,440,51,0,0,0,2,770,89,3,810,93,4
978990,Genesee Falls,Town,438,222,15.7,Wyoming,Finger Lakes Region,1,180,81,1,200,90,0,0,0,2,200,90,3,210,95,4
978991,Geneseo,Town,10483,3294,45.2,Livingston,Finger Lakes Region,1,3100,94,1,3100,94,2,0,0,4,3100,94,5,3100,94,4
950998,Geneseo,Village,8031,1981,2.9,Livingston,Finger Lakes Region,1,1900,96,1,1900,96,2,0,0,4,1900,96,4,1900,96,4
978992,Geneva,City,13261,5486,5.9,Ontario,Finger Lakes Region,1,5300,97,1,5200,95,3,0,0,5,5300,97,5,5300,97,4
978993,Geneva,Town,3291,1624,19.1,Ontario,Finger Lakes Region,1,1500,92,2,1400,86,2,0,0,5,1500,92,5,1500,92,4
978994,Genoa,Town,1935,1003,43.2,Cayuga,Central NY Region,1,670,67,1,350,35,1,0,0,3,690,69,5,970,97,4
978995,Georgetown,Town,974,397,40.1,Madison,Central NY Region,1,180,45,1,350,88,0,0,0,2,350,88,3,380,96,4
978996,German,Town,370,278,28.5,Chenango,Southern Tier Region,1,0,0,1,260,94,0,0,0,2,260,94,3,260,94,4
978997,German Flatts,Town,13258,5915,34.2,Herkimer,Mohawk Valley Region,1,5600,95,1,5500,93,2,0,0,4,5600,95,4,5700,96,4
978998,Germantown,Town,1954,1050,13.9,Columbia,Capital Region,0,0,0,1,1000,95,1,780,74,1,1000,95,6,1000,95,4
978999,Gerry,Town,1905,833,36.2,Chautauqua,Western NY Region,1,630,76,1,580,70,2,0,0,4,760,91,3,800,96,4
979000,Ghent,Town,5402,2558,45.4,Columbia,Capital Region,1,0,0,3,2300,90,1,0,0,4,2300,90,5,2400,94,4
951099,Gilbertsville,Village,399,207,1,Otsego,Mohawk Valley Region,1,200,97,1,200,97,0,0,0,2,200,97,2,160,77,4
979001,Gilboa,Town,1307,1071,59.5,Schoharie,Mohawk Valley Region,1,140,13,2,470,44,0,0,0,3,630,59,5,1000,93,4
979002,Glen,Town,2507,964,39.3,Montgomery,Mohawk Valley Region,1,530,55,1,900,93,0,0,0,2,900,93,4,930,96,4
979003,Glen Cove,City,26964,10352,6.9,Nassau,Long Island Region,1,10000,97,2,10000,97,4,9500,92,6,10000,97,4,10000,97,4
970168,Glen Park,Village,502,199,0.7,Jefferson,North Country Region,1,190,95,1,150,75,0,0,0,2,190,95,4,190,95,4
979004,Glens Falls,City,14700,7109,4,Warren,Capital Region,1,6800,96,1,6800,96,2,3800,53,4,6800,96,6,6800,96,4
979005,Glenville,Town,29480,12685,50.7,Schenectady,Capital Region,1,12200,96,2,10600,84,3,5600,44,5,12200,96,4,12300,97,4
979006,Gloversville,City,15665,7477,5,Fulton,Mohawk Valley Region,1,7200,96,1,7200,96,1,0,0,3,7200,96,3,7200,96,4
979007,Gorham,Town,4247,2183,53.1,Ontario,Finger Lakes Region,1,1900,87,1,1900,87,0,0,0,2,2000,92,5,2100,96,4
979008,Goshen,Town,13687,4921,44,Orange,Mid-Hudson Region,2,4700,96,2,4600,93,2,0,0,6,4700,96,4,4700,96,4
951399,Goshen,Village,5454,2437,3.3,Orange,Mid-Hudson Region,1,2300,94,2,2300,94,2,0,0,5,2300,94,4,2300,94,4
979009,Gouverneur,Town,7085,2741,72.3,St. Lawrence,North Country Region,1,2400,88,1,2400,88,0,0,0,2,2400,88,2,2600,95,4
976353,Gouverneur,Village,3949,1832,2.1,St. Lawrence,North Country Region,1,1700,93,1,1700,93,0,0,0,2,1700,93,2,1700,93,4
951430,Gowanda,Village,2709,1247,1.6,Cattaraugus,Western NY Region,1,1200,96,1,1200,96,1,0,0,3,1200,96,3,1200,96,4
979010,Grafton,Town,2130,1188,46,Rensselaer,Capital Region,1,0,0,2,940,79,0,0,0,3,960,81,6,1100,93,4
979011,Granby,Town,6821,2801,46.5,Oswego,Central NY Region,1,2500,89,3,2400,86,0,0,0,4,2700,96,6,2700,96,4
979012,Grand Island,Town,20374,8273,33.4,Erie,Western NY Region,1,8000,97,1,7900,95,1,0,0,3,8000,97,6,8000,97,4
951486,Grand View-on-Hudson,Village,285,139,0.2,Rockland,Mid-Hudson Region,1,130,94,1,60,43,2,130,94,3,130,94,4,130,94,4
979013,Granger,Town,538,413,32.1,Allegany,Western NY Region,0,0,0,1,390,94,0,0,0,1,390,94,3,400,97,4
979014,Granville,Town,6669,2858,56.1,Washington,Capital Region,1,2300,80,1,2300,80,0,0,0,2,2500,87,6,2700,94,4
951525,Granville,Village,2543,1158,1.6,Washington,Capital Region,1,1100,95,1,1100,95,0,0,0,2,1100,95,4,1100,95,4
951636,Great Neck,Village,9989,3645,1.4,Nassau,Long Island Region,1,3500,96,2,3500,96,3,3500,96,5,3500,96,4,3500,96,4
951638,Great Neck Estates,Village,2761,937,0.8,Nassau,Long Island Region,2,900,96,2,900,96,2,900,96,5,900,96,4,900,96,4
951642,Great Neck Plaza,Village,6707,4052,0.3,Nassau,Long Island Region,1,3900,96,2,3900,96,4,3900,96,6,3900,96,4,3900,96,4
979015,Great Valley,Town,1974,1255,54.2,Cattaraugus,Western NY Region,2,770,61,1,900,72,1,0,0,4,1000,80,4,1200,96,4
979016,Greece,Town,96095,41190,49.6,Monroe,Finger Lakes Region,1,39900,97,1,39600,96,3,0,0,5,39900,97,5,39800,97,4
979017,Greenburgh,Town,88400,35452,36,Westchester,Mid-Hudson Region,2,34300,97,2,34300,97,5,33000,93,8,34300,97,4,34300,97,4
974118,Greene,County,49221,29210,657.6,Greene,Capital Region,3,26800,92,2,21700,74,4,740,3,7,27000,92,8,28100,96,4
979018,Greene,Town,5604,2659,75.6,Chenango,Southern Tier Region,1,2300,86,2,2500,94,0,0,0,3,2500,94,5,2500,94,4
951739,Greene,Village,1580,804,1.1,Chenango,Southern Tier Region,1,770,96,1,770,96,0,0,0,2,770,96,4,770,96,4
979019,Greenfield,Town,7775,3445,68.1,Saratoga,Capital Region,1,3300,96,1,3000,87,1,0,0,3,3300,96,6,3300,96,4
979020,Green Island,Town,2620,1408,0.9,Albany,Capital Region,1,1300,92,1,1200,85,2,0,0,4,1300,92,6,1300,92,4
951697,Green Island,Village,2620,1408,0.9,Albany,Capital Region,1,1300,92,1,1200,85,2,0,0,4,1300,92,6,1300,92,4
979021,Greenport,Town,4165,2079,20.5,Columbia,Capital Region,1,2000,96,1,1800,87,2,0,0,3,2000,96,5,2000,96,4
951759,Greenport,Village,2197,1191,1.1,Suffolk,Long Island Region,1,1100,92,1,1100,92,1,0,0,3,1100,92,4,1100,92,4
979022,Greenville,Town,3739,1901,39.2,Greene,Capital Region,1,1800,95,2,1300,68,1,0,0,3,1800,95,5,1800,95,4
979023,Greenville,Town,4616,1653,30.2,Orange,Mid-Hudson Region,2,1600,97,1,1500,91,2,0,0,5,1600,97,4,1600,97,4
979024,Greenwich,Town,4942,2247,44.3,Washington,Capital Region,1,1800,80,1,1900,85,1,580,26,3,2000,89,6,2100,93,4
951780,Greenwich,Village,1777,867,1.5,Washington,Capital Region,1,840,97,1,830,96,1,500,58,3,840,97,5,840,97,4
979025,Greenwood,Town,801,502,41.4,Steuben,Southern Tier Region,0,0,0,1,480,96,0,0,0,1,480,96,2,480,96,4
951790,Greenwood Lake,Village,3154,1538,2.2,Orange,Mid-Hudson Region,1,1400,91,2,1400,91,1,0,0,4,1400,91,4,1400,91,4
979026,Greig,Town,1199,1228,94.7,Lewis,North Country Region,1,890,72,1,620,50,0,0,0,2,1000,81,2,1100,90,4
979027,Groton,Town,5950,2448,49.4,Tompkins,Southern Tier Region,1,1900,78,1,1900,78,0,0,0,2,2200,90,5,2300,94,4
951849,Groton,Village,2363,1015,1.7,Tompkins,Southern Tier Region,1,980,97,1,980,97,0,0,0,2,980,97,3,980,97,4
979028,Grove,Town,548,499,33.8,Allegany,Western NY Region,0,0,0,1,220,44,0,0,0,1,220,44,3,480,96,4
